-4.950000 -0.715790 0.000000
-4.850000 -0.883737 -0.678069
-4.750000 -0.963340 -0.626455
-4.650000 -1.036925 -0.604202
-4.550000 -1.078795 -0.574660
-4.450000 -1.102134 -0.537732
-4.350000 -1.117526 -0.525773
-4.250000 -1.132608 -0.514500
-4.150000 -1.159503 -0.503892
-4.050000 -1.185450 -0.491057
-3.950000 -1.206085 -0.477379
-3.850000 -1.231423 -0.453648
-3.750000 -1.244801 -0.441566
-3.650000 -1.255845 -0.433835
-3.550000 -1.269630 -0.427758
-3.450000 -1.273538 -0.424204
-3.350000 -1.285165 -0.417772
-3.250000 -1.292740 -0.416137
-3.150000 -1.306696 -0.412706
-3.050000 -1.311874 -0.405829
-2.950000 -1.317555 -0.400831
-2.850000 -1.322769 -0.390498
-2.750000 -1.339398 -0.382353
-2.650000 -1.348369 -0.374679
-2.550000 -1.357244 -0.359514
-2.450000 -1.357133 -0.347320
-2.350000 -1.361698 -0.340701
-2.250000 -1.355660 -0.334752
-2.150000 -1.354962 -0.329552
-2.050000 -1.372966 -0.326076
-1.950000 -1.377445 -0.322832
-1.850000 -1.377233 -0.320044
-1.750000 -1.379879 -0.316604
-1.650000 -1.383564 -0.315195
-1.550000 -1.382696 -0.313236
-1.450000 -1.392303 -0.308398
-1.350000 -1.408179 -0.305172
-1.250000 -1.419263 -0.301478
-1.150000 -1.418381 -0.296946
-1.050000 -1.427803 -0.290651
-0.950000 -1.422261 -0.285123
-0.850000 -1.425110 -0.277666
-0.750000 -1.422201 -0.269182
-0.650000 -1.420670 -0.261851
-0.550000 -1.419218 -0.257068
-0.450000 -1.420584 -0.247763
-0.350000 -1.418240 -0.241428
-0.250000 -1.416708 -0.239284
-0.150000 -1.414128 -0.237182
-0.050000 -1.413648 -0.234758
0.050000 -1.417290 -0.231637
0.150000 -1.420970 -0.230015
0.250000 -1.412429 -0.227867
0.350000 -1.402443 -0.226959
0.450000 -1.396583 -0.225349
0.550000 -1.402459 -0.223961
0.650000 -1.399397 -0.223717
0.750000 -1.391267 -0.221594
0.850000 -1.385363 -0.219568
0.950000 -1.379801 -0.215696
1.050000 -1.370848 -0.215181
1.150000 -1.363854 -0.213772
1.250000 -1.354691 -0.211910
1.350000 -1.349881 -0.211814
1.450000 -1.349702 -0.211928
1.550000 -1.342663 -0.210990
1.650000 -1.338066 -0.210195
1.750000 -1.328587 -0.209889
1.850000 -1.319903 -0.208781
1.950000 -1.312684 -0.206906
2.050000 -1.307124 -0.206291
2.150000 -1.296876 -0.204528
2.250000 -1.287764 -0.203284
2.350000 -1.276813 -0.203602
2.450000 -1.260140 -0.200210
2.550000 -1.238296 -0.201332
2.650000 -1.234092 -0.201678
2.750000 -1.218758 -0.201623
2.850000 -1.199222 -0.200944
2.950000 -1.185719 -0.203552
3.050000 -1.167391 -0.203734
3.150000 -1.157569 -0.201786
3.250000 -1.141069 -0.204263
3.350000 -1.121778 -0.205865
3.450000 -1.101986 -0.207225
3.550000 -1.073463 -0.205955
3.650000 -1.052844 -0.207299
3.750000 -1.026142 -0.209680
3.850000 -0.995237 -0.211119
3.950000 -0.972409 -0.214069
4.050000 -0.932744 -0.214949
4.150000 -0.908955 -0.220945
4.250000 -0.871756 -0.222045
4.350000 -0.825901 -0.225619
4.450000 -0.772370 -0.226683
4.550000 -0.707049 -0.231680
4.650000 -0.643339 -0.235615
4.750000 -0.584992 -0.251171
4.850000 -0.490271 -0.299846
4.950000 -0.408237 -0.334335
