-4.950000 -4.950000 0.000000 0.000000 0.000000 7.000357 0.000000 -2.356194 0.000000 -4.950000 0.000000
-4.950000 -4.850000 0.000000 0.000000 0.000000 6.930007 0.000000 -2.366398 0.000000 -4.850000 0.000000
-4.950000 -4.750000 0.000000 0.000000 0.000000 6.860394 0.000000 -2.376810 0.000000 -4.750000 0.000000
-4.950000 -4.650000 0.000000 0.000000 0.000000 6.791539 0.000000 -2.387434 0.000000 -4.650000 0.000000
-4.950000 -4.550000 0.000000 0.000000 0.000000 6.723466 0.000000 -2.398275 0.000000 -4.550000 0.000000
-4.950000 -4.450000 0.000000 0.000000 0.000000 6.656200 0.000000 -2.409336 0.000000 -4.450000 0.000000
-4.950000 -4.350000 0.000000 0.000000 0.000000 6.589765 0.000000 -2.420621 0.000000 -4.350000 0.000000
-4.950000 -4.250000 0.000000 0.000000 0.000000 6.524186 0.000000 -2.432135 0.000000 -4.250000 0.000000
-4.950000 -4.150000 0.000000 0.000000 0.000000 6.459489 0.000000 -2.443881 0.000000 -4.150000 0.000000
-4.950000 -4.050000 0.000000 0.000000 0.000000 6.395702 0.000000 -2.455863 0.000000 -4.050000 0.000000
-4.950000 -3.950000 0.000000 0.000000 0.000000 6.332851 0.000000 -2.468085 0.000000 -3.950000 0.000000
-4.950000 -3.850000 0.000000 0.000000 0.000000 6.270965 0.000000 -2.480549 0.000000 -3.850000 0.000000
-4.950000 -3.750000 0.000000 0.000000 0.000000 6.210072 0.000000 -2.493261 0.000000 -3.750000 0.000000
-4.950000 -3.650000 0.000000 0.000000 0.000000 6.150203 0.000000 -2.506221 0.000000 -3.650000 0.000000
-4.950000 -3.550000 0.000000 0.000000 0.000000 6.091387 0.000000 -2.519435 0.000000 -3.550000 0.000000
-4.950000 -3.450000 0.000000 0.000000 0.000000 6.033656 0.000000 -2.532903 0.000000 -3.450000 0.000000
-4.950000 -3.350000 0.000000 0.000000 0.000000 5.977039 0.000000 -2.546630 0.000000 -3.350000 0.000000
-4.950000 -3.250000 0.000000 0.000000 0.000000 5.921571 0.000000 -2.560616 0.000000 -3.250000 0.000000
-4.950000 -3.150000 0.000000 0.000000 0.000000 5.867282 0.000000 -2.574863 0.000000 -3.150000 0.000000
-4.950000 -3.050000 0.000000 0.000000 0.000000 5.814207 0.000000 -2.589374 0.000000 -3.050000 0.000000
-4.950000 -2.950000 0.000000 0.000000 0.000000 5.762378 0.000000 -2.604149 0.000000 -2.950000 0.000000
-4.950000 -2.850000 0.000000 0.000000 0.000000 5.711830 0.000000 -2.619189 0.000000 -2.850000 0.000000
-4.950000 -2.750000 0.000000 0.000000 0.000000 5.662597 0.000000 -2.634494 0.000000 -2.750000 0.000000
