



-4.550000 0.028795 0.042648 1.254170
-4.550000 0.128795 0.234671 1.186637
-4.550000 0.228795 0.507046 1.095142
-4.550000 0.328795 0.896791 0.971361
-4.550000 0.428795 1.382670 0.762078





-4.050000 0.035450 0.053702 1.297403
-4.050000 0.135450 0.272047 1.287430
-4.050000 0.235450 0.646368 1.222247
-4.050000 0.335450 1.012980 1.097643
-4.050000 0.435450 1.628607 0.955136
-4.050000 0.535450 2.463507 0.811252
-4.050000 0.635450 3.431620 0.616847





-3.550000 0.019630 0.031887 1.211187
-3.550000 0.119630 0.249026 1.200823
-3.550000 0.219630 0.590395 1.197457
-3.550000 0.319630 1.046301 1.142507
-3.550000 0.419630 1.657167 1.042936
-3.550000 0.519630 2.374293 0.943047
-3.550000 0.619630 3.232067 0.797571
-3.550000 0.719630 4.370370 0.674052
-3.550000 0.819630 5.520607 0.485434





-3.050000 0.061874 0.113124 1.075783
-3.050000 0.161874 0.385454 1.085859
-3.050000 0.261874 0.779535 1.033352
-3.050000 0.361874 1.405017 1.001150
-3.050000 0.461874 2.093810 0.922665
-3.050000 0.561874 2.946560 0.787621
-3.050000 0.661874 3.866490 0.649539
-3.050000 0.761874 4.916390 0.479817
-3.050000 0.861874 6.118523 0.458055





-2.550000 0.007244 0.013358 0.909527
-2.550000 0.107244 0.244654 0.904412
-2.550000 0.207244 0.630265 0.871247
-2.550000 0.307244 1.039256 0.835984
-2.550000 0.407244 1.672747 0.834024
-2.550000 0.507244 2.407360 0.788857
-2.550000 0.607244 3.235647 0.792680
-2.550000 0.707244 4.251883 0.663402
-2.550000 0.807244 5.305660 0.627420
-2.550000 0.907244 6.471377 0.531717





-2.050000 0.022966 0.049283 0.761813
-2.050000 0.122966 0.309047 0.753533
-2.050000 0.222966 0.729691 0.705708
-2.050000 0.322966 1.268823 0.692955
-2.050000 0.422966 1.949027 0.661643
-2.050000 0.522966 2.614073 0.598757
-2.050000 0.622966 3.461437 0.614609
-2.050000 0.722966 4.462820 0.558031
-2.050000 0.822966 5.518230 0.546733
-2.050000 0.922966 6.756920 0.529559
-2.050000 1.022966 7.955903 0.492309





-1.550000 0.032696 0.070739 0.601992
-1.550000 0.132696 0.424558 0.609292
-1.550000 0.232696 0.834190 0.569996
-1.550000 0.332696 1.320430 0.567156
-1.550000 0.432696 1.981760 0.566651
-1.550000 0.532696 2.761100 0.544678
-1.550000 0.632696 3.602427 0.486091
-1.550000 0.732696 4.579160 0.446753
-1.550000 0.832696 5.632767 0.397053
-1.550000 0.932696 6.853993 0.385273
-1.550000 1.032696 8.222797 0.404325





-1.050000 0.077803 0.209066 0.441274
-1.050000 0.177803 0.516669 0.433457
-1.050000 0.277803 0.930276 0.435804
-1.050000 0.377803 1.454603 0.415135
-1.050000 0.477803 2.096687 0.399739
-1.050000 0.577803 2.851167 0.393319
-1.050000 0.677803 3.654297 0.398782
-1.050000 0.777803 4.559253 0.417036
-1.050000 0.877803 5.652787 0.405277
-1.050000 0.977803 6.727143 0.440841
-1.050000 1.077803 8.078940 0.400906





-0.550000 0.069218 0.152793 0.346978
-0.550000 0.169218 0.500809 0.322684
-0.550000 0.269218 0.883447 0.319531
-0.550000 0.369218 1.439967 0.358986
-0.550000 0.469218 2.092517 0.390569
-0.550000 0.569218 2.823127 0.389151
-0.550000 0.669218 3.691053 0.388725
-0.550000 0.769218 4.526347 0.384716
-0.550000 0.869218 5.546553 0.380448
-0.550000 0.969218 6.845263 0.379960
-0.550000 1.069218 8.117823 0.369779





-0.050000 0.063648 0.165067 0.160117
-0.050000 0.163648 0.471452 0.136548
-0.050000 0.263648 0.835910 0.132184
-0.050000 0.363648 1.290353 0.161831
-0.050000 0.463648 1.948413 0.218561
-0.050000 0.563648 2.692333 0.229664
-0.050000 0.663648 3.551900 0.232269
-0.050000 0.763648 4.497477 0.223191
-0.050000 0.863648 5.611160 0.279027
-0.050000 0.963648 6.777860 0.291856
-0.050000 1.063648 8.018447 0.322681
-0.050000 1.163648 9.434550 0.366786



















































